"Transaction Date","Transaction ID","Transaction Status","Transaction Type","From","To","Plant Community Type","Sub Region","Offset Trading Group","Vegetation Formation","Scientific Name","Common Name","Number Of Credits","Price Per Credit (Ex-GST)","Philanthropic Reason For Transfer Disclosed","Retirement Reason","Other Reason for Retiring","Reference Number of Obligation","Address of Obligation","Local Government Area of Obligation","Date of Consent Approval"
"2025-05-23","00057371","Completed","Transfer","CR-5779","CR-48101","Spotted Gum - Broad-leaved Mahogany - Red Ironbark shrubby open forest","Karuah Manning","Hunter-Macleay Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","860","1500","No","","","","","",""
"2025-05-23","00057608","Completed","Transfer","CR-36749","CR-48102","Poplar Box - Gum Coolabah - White Cypress Pine shrubby woodland mainly in the Cobar Peneplain Bioregion","Canbelego Downs","Western Peneplain Woodlands >=50% and <70%","Semi-arid Woodlands (Shrubby sub-formation)","","","11","2782.1918","No","","","","","",""
"2025-05-23","00057470","Completed","Transfer","CR-45392","CR-48178","Clarence Lowland Ironbark-Spotted Gum Grassy Forest","Clarence Lowlands","Clarence Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","20","3199.99","No","","","","","",""
"2025-05-23","00057470","Completed","Transfer","CR-45397","CR-48179","","Clarence Lowlands","","","Burhinus grallarius","Bush Stone-curlew","338","1010","No","","","","","",""
"2025-05-23","00057470","Completed","Transfer","CR-45398","CR-48180","","Clarence Lowlands","","","Eucalyptus glaucina","Slaty Red Gum","52","210","No","","","","","",""
"2025-05-29","00057826","Completed","Transfer","CR-7885","CR-48529","","Clarence Sandstones","","","Dromaius novaehollandiae - endangered population","Emu population in the New South Wales North Coast Bioregion and Port Stephens local government area","382","1e-12","No","","","","","",""
"2025-05-30","00057845","Completed","Transfer","CR-6419","CR-48549","Sydney sandstone hinterland dry sclerophyll forests of the Sydney Basin Bioregion","Yengo","Sydney Hinterland Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","4","4400","No","","","","","",""
"2025-05-30","00057844","Completed","Transfer","CR-18781","CR-48550","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","47","42000","No","","","","","",""
"2025-05-30","00057825","Completed","Transfer","CR-12887","CR-48551","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","67","41900","No","","","","","",""
"2025-05-30","00057843","Completed","Transfer","CR-6371","CR-48553","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","3","37000","No","","","","","",""
"2025-05-30","00057843","Completed","Transfer","CR-6368","CR-48552","Castlereagh Ironbark forest","Cumberland","Cooks River/Castlereagh Ironbark Forest in the Sydney Basin Bioregion","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","14","15635","No","","","","","",""
"2025-06-03","00057861","Completed","Transfer","CR-6375","CR-48617","","Cumberland","","","Micromyrtus minutiflora","Micromyrtus minutiflora","109","15635","No","","","","","",""
"2025-06-03","00057861","Completed","Transfer","CR-6368","CR-48613","Castlereagh Ironbark forest","Cumberland","Cooks River/Castlereagh Ironbark Forest in the Sydney Basin Bioregion","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","27","15635","No","","","","","",""
"2025-06-03","00057861","Completed","Transfer","CR-6369","CR-48614","Coastal freshwater wetland","Cumberland","Freshwater Wetlands on Coastal Floodplains of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Freshwater Wetlands","","","30","15635","No","","","","","",""
"2025-06-03","00057861","Completed","Transfer","CR-6370","CR-48615","Cumberland riverflat forest","Cumberland","River-Flat Eucalypt Forest on Coastal Floodplains of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Forested Wetlands","","","117","15635","No","","","","","",""
"2025-06-03","00057861","Completed","Transfer","CR-6372","CR-48616","Castlereagh Scribbly Gum woodland","Cumberland","Castlereagh Scribbly Gum Woodland in the Sydney Basin Bioregion","Dry Sclerophyll Forests (Shrubby sub-formation)","","","96","15635","No","","","","","",""
"2025-06-03","00057861","Completed","Transfer","CR-6376","CR-48618","","Cumberland","","","Pultenaea parviflora","Pultenaea parviflora","1","15635","No","","","","","",""
"2025-06-03","00057376","Completed","Transfer","CR-5908","CR-48619","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Hill End","White Box - Yellow Box - Blakely’s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highlands, NSW South Western Slopes, South East Corner and Ri","Grassy Woodlands","","","125","3980","No","","","","","",""
"2025-06-03","00057803","Completed","Retire","CR-45012","CR-48620","Spotted Gum - Broad-leaved Mahogany - Grey Gum grass - shrub open forest on Coastal Lowlands of the Central Coast","Karuah Manning","Hunter-Macleay Dry Sclerophyll Forests >=70% and <90%","Dry Sclerophyll Forests (Shrub/grass sub-formation)","","","86","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","PA10_0183","158 Rhondda Road, Teralba NSW 2284","Lake Macquarie City Council","2013-02-22"
"2025-06-04","00057792","Completed","Transfer","CR-45396","CR-48646","","Clarence Lowlands","","","Aepyprymnus rufescens","Rufous Bettong","151","1040","No","","","","","",""
"2025-06-04","00057792","Completed","Transfer","CR-45401","CR-48647","","Clarence Lowlands","","","Petaurus norfolcensis","Squirrel Glider","69","520","No","","","","","",""
"2025-06-04","00057830","Completed","Transfer","CR-23540","CR-48648","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","3","39375","No","","","","","",""
"2025-06-06","00057951","Completed","Transfer","CR-7746","CR-48851","Inland Scribbly Gum - Black Cypress Pine - Mugga Ironbark - Daphne Heath low woodland of the Wagga Wagga region in the southern NSW South Western Slopes Bioregion","Capertee Valley","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","28","2155","No","","","","","",""
"2025-06-06","00057971","Completed","Transfer","CR-6852","CR-48870","","Yengo","","","Pommerhelix duralensis","Dural Land Snail","34","750","No","","","","","",""
"2025-06-10","00057858","Completed","Transfer","CR-48529","CR-48954","","Clarence Sandstones","","","Dromaius novaehollandiae - endangered population","Emu population in the New South Wales North Coast Bioregion and Port Stephens local government area","151","800","No","","","","","",""
"2025-06-11","00057978","Completed","Retire","CR-27273","CR-49105","Yellow Bloodwood - ironbark shrubby woodland of the dry hinterland of the Central Coast, Sydney Basin Bioregion","Wollemi","Sydney Hinterland Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","52","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","1598/2019/ZD","564 Cliftonville Road, Lower Portland, NSW 2756","The Hills Shire Council","2020-06-25"
"2025-06-11","00057958","Completed","Retire","CR-47199","CR-49107","","Upper Hunter","","","Phascogale tapoatafa","Brush-tailed Phascogale","35","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","PP-2021-691","Manufactured Home Estate - 45 Mulloway Road, Chain Valley Bay NSW 2259","Central Coast Council","2022-12-06"
"2025-06-12","00058047","Completed","Transfer","CR-22124","CR-49174","River Red Gum tall to very tall open forest / woodland wetland on rivers on floodplains mainly in the Darling Riverine Plains Bioregion","Northern Outwash","Inland Riverine Forests >=50% and <70%","Forested Wetlands","","","30","2397","No","","","","","",""
"2025-06-12","00058098","Completed","Transfer","CR-12408","CR-49183","Blackbutt - bloodwood dry heathy open forest on Quaternary sands of the northern NSW North Coast Bioregion","Clarence Lowlands","North Coast Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","12","7050","No","","","","","",""
"2025-06-12","00058025","Completed","Transfer","CR-29965","CR-49184","Narrow-leaved Ironbark - White Cypress Pine - Buloke tall open forest on lower slopes and flats in the Pilliga Scrub and surrounding forests in the central north Brigalow Belt South Bioregion","Pilliga Outwash","Western Slopes Dry Sclerophyll Forests <50%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","28","2500","No","","","","","",""
"2025-06-13","00058119","Completed","Transfer","CR-17775","CR-49228","White Box grassy woodland in the upper slopes sub-region of the NSW South Western Slopes Bioregion","Inland Slopes","White Box - Yellow Box - Blakely?s Red Gum Grassy Woodland and Derived Native Grassland in the NSW North Coast, New England Tableland, Nandewar, Brigalow Belt South, Sydney Basin, South Eastern Highla","Grassy Woodlands","","","79","3700","No","","","","","",""
"2025-06-16","00057875","Completed","Transfer","CR-22325","CR-49348","Red Stringybark - Brittle Gum - Inland Scribbly Gum dry open forest of the tablelands, South Eastern Highlands Bioregion","Monaro","Southern Tableland Dry Sclerophyll Forests >=50% and <70%","Dry Sclerophyll Forests (Shrubby sub-formation)","","","19","2590","No","","","","","",""
"2025-06-16","00057995","Completed","Transfer","CR-45401","CR-49349","","Clarence Lowlands","","","Petaurus norfolcensis","Squirrel Glider","2026","508.22","No","","","","","",""
"2025-06-18","00058094","Completed","Transfer","CR-18924","CR-49496","","Clarence Lowlands","","","Persicaria elatior","Tall Knotweed","6","3800","No","","","","","",""
"2025-06-18","00058094","Completed","Transfer","CR-18927","CR-49497","","Clarence Lowlands","","","Turnix maculosus","Red-backed Button-quail","36","1800","No","","","","","",""
"2025-06-18","00058177","Completed","Retire","CR-48648","CR-49499","Cumberland shale hills woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","3","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA-23-01209","Gardner Street, ROOTY HILL, NSW 2766","Blacktown City Council","2024-11-28"
"2025-06-18","00057976","Completed","Retire","CR-40894","CR-49501","Prickly-leaved Paperbark forest on coastal lowlands of the Central Coast and Lower North Coast","Karuah Manning","Swamp Sclerophyll Forest on Coastal Floodplains of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Forested Wetlands","","","17","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA/1708/2021","2 Mulloway Road, Chain Valley Bay, NSW 2259 

Change of use to manufactured home estate, including 73 additional dwelling sites, new communal amenities, demolition & environmental protection works","Central Coast Council","2023-07-13"
"2025-06-18","00057976","Completed","Retire","CR-40893","CR-49500","","Karuah Manning","","","Myotis macropus","Southern Myotis","20","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA/1708/2021","2 Mulloway Road, Chain Valley Bay, NSW 2259 

Change of use to manufactured home estate, including 73 additional dwelling sites, new communal amenities, demolition & environmental protection works","Central Coast Council","2023-07-13"
"2025-06-18","00057976","Completed","Retire","CR-40895","CR-49502","Prickly-leaved Paperbark forest on coastal lowlands of the Central Coast and Lower North Coast","Karuah Manning","Swamp Sclerophyll Forest on Coastal Floodplains of the New South Wales North Coast, Sydney Basin and South East Corner Bioregions","Forested Wetlands","","","10","0","","For the purpose of complying with a requirement to retire biodiversity credits of a planning approval or a vegetation clearing approval","","DA/1708/2021","2 Mulloway Road, Chain Valley Bay, NSW 2259 

Change of use to manufactured home estate, including 73 additional dwelling sites, new communal amenities, demolition & environmental protection works","Central Coast Council","2023-07-13"
"2025-06-20","00058342","Completed","Transfer","CR-6784","CR-49627","","Karuah Manning","","","Mixophyes iteratus","Giant Barred Frog","1","2500","No","","","","","",""
"2025-06-20","00055985","Completed","Transfer","CR-23539","CR-49628","Cumberland shale plains woodland","Cumberland","Cumberland Plain Woodland in the Sydney Basin Bioregion","Grassy Woodlands","","","15","35000","No","","","","","",""
"2025-06-24","00058182","Completed","Transfer","CR-47540","CR-49780","","Pilliga","","","Cercartetus nanus","Eastern Pygmy-possum","1789","950","No","","","","","",""
"2025-06-24","00058389","Completed","Transfer","CR-47540","CR-49781","","Pilliga","","","Cercartetus nanus","Eastern Pygmy-possum","1526","970","No","","","","","",""
"2025-06-24","00058389","Completed","Transfer","CR-47542","CR-49783","","Pilliga","","","Petaurus norfolcensis","Squirrel Glider","237","480","No","","","","","",""
